state1,state2,interval,type,drainage1,disturbance1,cover_type1,soil1,age1,drainage2,disturbance2,cover_type2,soil2,age2,precip,mean_temp,max_temp,min_temp,id,longitude,latitude
0,0,9,Absent,20,NA,R,1AM,70,20,NA,R,1AM,90,1106.5,2.375,7.91,-3.16,7607907201,-72.499962,47.617035
0,0,6,Absent,NA,NA,F,NA,70,NA,NA,F,NA,90,1037.0,0.6950000000000001,6.175000000000001,-4.785,7400700601,-71.967421,48.283818
0,0,15,Absent,NA,NA,F,NA,90,30,NA,F,5A,120,969.0,1.405,6.87,-4.055,7400700601,-71.967421,48.283818
0,0,12,Absent,30,NA,F,5A,120,40,NA,F,5A,VIN,955.5,2.07,7.55,-3.41,7400700601,-71.967421,48.283818
0,0,10,Absent,NA,NA,R,NA,30,40,NA,R,8AY,50,1209.0,3.17,7.460000000000001,-1.115,8909900202,-62.417643,49.229801
0,0,10,Absent,NA,NA,R,NA,30,40,NA,R,7T,50,1212.0,3.12,7.4,-1.165,8909900201,-62.417738,49.233496
0,0,6,Absent,NA,CHP,R,NA,120,NA,CHP,R,NA,120,841.5,1.5,7.55,-4.56,7501404201,-78.59887,48.53407
0,0,15,Absent,NA,CHP,R,NA,120,60,CHP,R,7T,120,842.0,1.1400000000000001,7.135,-4.855,7501404201,-78.59887,48.53407
0,0,9,Absent,60,CHP,R,7T,120,60,NA,R,7T,120,819.5,1.31,7.545,-4.915,7501404201,-78.59887,48.53407
0,0,8,Absent,NA,NA,R,NA,NA,NA,NA,M,NA,50,1129.5,1.34,7.5649999999999995,-4.885,7601505801,-74.549334,46.915906
0,0,13,Absent,NA,NA,M,NA,50,34,NA,NA,1AM,NA,1062.5,1.6,7.865,-4.665,7601505801,-74.549334,46.915906
0,0,10,Absent,34,NA,NA,1AM,NA,30,NA,M,1AM,10,1068.5,1.6099999999999999,7.8100000000000005,-4.585,7601505801,-74.549334,46.915906
0,0,8,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,50,1124.5,1.395,7.63,-4.835,7601505802,-74.553509,46.919232
0,0,13,Absent,NA,NA,R,NA,50,NA,NA,NA,NA,NA,1058.0,1.655,7.93,-4.615,7601505802,-74.553509,46.919232
0,0,6,Absent,NA,NA,NA,NA,NA,NA,NA,R,NA,30,842.0,1.485,7.54,-4.5649999999999995,7501404202,-78.602581,48.531094
0,0,15,Absent,NA,NA,R,NA,30,40,NA,R,4GS,30,842.0,1.125,7.12,-4.865,7501404202,-78.602581,48.531094
0,0,9,Absent,40,NA,R,4GS,30,50,NA,R,4GA,30,820.0,1.3,7.525,-4.925000000000001,7501404202,-78.602581,48.531094
0,0,15,Absent,30,CHP,R,1AD,120,20,NA,R,R,10,959.5,-0.06,5.75,-5.865,9204600602,-75.488134,49.232422
0,0,15,Absent,32,CHP,R,1A,90,30,NA,R,1AM,30,965.0,-0.15000000000000002,5.65,-5.945,9204600601,-75.482985,49.233744
0,0,10,Absent,NA,CP,M,NA,90,NA,CP,M,NA,70,1601.0,0.8599999999999999,6.4,-4.675000000000001,7609300302,-71.845242,47.184056
0,0,11,Absent,NA,CP,M,NA,70,30,NA,M,1AM,JIN,1412.5,1.075,6.55,-4.395,7609300302,-71.845242,47.184056
0,0,6,Absent,30,NA,M,1AM,JIN,30,NA,M,1AY,VIN,1323.5,1.33,6.609999999999999,-3.95,7609300302,-71.845242,47.184056
0,0,6,Absent,NA,NA,F,NA,50,NA,NA,F,NA,30,821.0,1.81,7.855,-4.23,7501403302,-78.645315,48.418528
0,0,15,Absent,NA,NA,F,NA,30,30,NA,F,4GA,50,825.0,1.415,7.404999999999999,-4.57,7501403302,-78.645315,48.418528
0,0,9,Absent,30,NA,F,4GA,50,40,NA,F,4GA,50,808.5,1.59,7.765000000000001,-4.59,7501403302,-78.645315,48.418528
1,0,7,Extinction,NA,CP,R,NA,50,NA,NA,M,NA,50,780.0,3.46,9.515,-2.585,7109400701,-77.016303,46.067207
0,0,16,Absent,NA,NA,M,NA,50,30,NA,M,1AY,JIN,827.0,3.325,9.355,-2.6950000000000003,7109400701,-77.016303,46.067207
0,0,9,Absent,30,NA,M,1AY,JIN,30,NA,M,1AY,JIN,946.0,3.915,9.690000000000001,-1.855,7109400701,-77.016303,46.067207
0,0,7,Absent,NA,NA,M,NA,70,NA,NA,M,NA,70,789.0,3.29,9.335,-2.75,7109400702,-77.018709,46.070599
0,0,16,Absent,NA,NA,M,NA,70,31,NA,F,1AY,70,837.0,3.165,9.18,-2.8499999999999996,7109400702,-77.018709,46.070599
0,0,9,Absent,31,NA,F,1AY,70,30,NA,M,1AM,7050,957.5,3.76,9.52,-2.01,7109400702,-77.018709,46.070599
0,0,8,Absent,NA,EL,M,NA,NA,NA,NA,M,NA,70,1134.0,1.5,7.734999999999999,-4.735,7608804102,-74.692806,46.858354
0,0,13,Absent,NA,NA,M,NA,70,40,NA,M,1A,10,1067.0,1.76,8.025,-4.505,7608804102,-74.692806,46.858354
0,0,10,Absent,40,NA,M,1A,10,40,NA,M,1AY,30,1066.5,1.8,8.0,-4.395,7608804102,-74.692806,46.858354
1,1,12,Present,NA,NA,F,NA,70,30,NA,F,8AY,VIN,1148.5,1.62,6.715,-3.475,9109612001,-68.13705,48.227541
1,1,12,Present,NA,NA,F,NA,VIN,30,NA,F,1AY,VIN,1148.5,1.615,6.715,-3.475,9109612002,-68.133405,48.230427
0,0,6,Absent,NA,NA,F,NA,70,NA,NA,F,NA,90,1037.0,0.7050000000000001,6.1850000000000005,-4.779999999999999,7400700602,-71.96089,48.282752
0,0,15,Absent,NA,NA,F,NA,90,20,CP,F,1AY,90,969.0,1.415,6.88,-4.05,7400700602,-71.96089,48.282752
0,0,12,Absent,20,CP,F,1AY,90,20,NA,M,1A,VIN,956.0,2.08,7.5600000000000005,-3.4,7400700602,-71.96089,48.282752
0,0,6,Absent,NA,NA,M,NA,NA,NA,NA,M,NA,120,1010.0,-3.285,1.79,-8.36,7401601301,-68.64962,51.466912
0,0,11,Absent,NA,NA,M,NA,120,NA,NA,M,NA,120,941.0,-2.83,2.56,-8.225,7401601301,-68.64962,51.466912
0,0,10,Absent,NA,NA,M,NA,120,30,NA,R,1A,120,879.5,-1.76,3.6399999999999997,-7.165,7401601301,-68.64962,51.466912
0,0,6,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,120,1009.5,-3.285,1.79,-8.37,7401601302,-68.646256,51.470128
0,0,11,Absent,NA,NA,R,NA,120,NA,CHP,R,NA,120,940.5,-2.835,2.5549999999999997,-8.23,7401601302,-68.646256,51.470128
0,0,10,Absent,NA,CHP,R,NA,120,30,CHP,R,2A,120,879.0,-1.7650000000000001,3.63,-7.165,7401601302,-68.646256,51.470128
0,0,6,Absent,NA,NA,R,NA,50,NA,NA,M,NA,50,1145.0,0.585,6.154999999999999,-4.99,7409801501,-72.216551,47.900414
0,0,18,Absent,NA,NA,M,NA,50,30,NA,R,1A,50,1029.5,2.0700000000000003,7.455,-3.32,7409801501,-72.216551,47.900414
0,0,9,Absent,30,NA,R,1A,50,30,NA,R,1A,90,1039.5,2.65,8.05,-2.76,7409801501,-72.216551,47.900414
0,0,6,Absent,NA,NA,F,NA,50,NA,NA,F,NA,50,1159.5,0.43499999999999994,6.01,-5.140000000000001,7409801502,-72.21611,47.897215
0,0,18,Absent,NA,NA,F,NA,50,30,NA,F,1AY,50,1043.5,1.92,7.305,-3.465,7409801502,-72.21611,47.897215
0,0,9,Absent,30,NA,F,1AY,50,30,NA,F,1AY,50,1052.5,2.5,7.8999999999999995,-2.8949999999999996,7409801502,-72.21611,47.897215
0,0,6,Absent,NA,NA,F,NA,10,NA,NA,F,NA,10,839.5,1.5,7.525,-4.525,7501403702,-78.75681,48.4655
0,0,15,Absent,NA,NA,F,NA,10,20,NA,F,R1A,50,838.0,1.105,7.07,-4.87,7501403702,-78.75681,48.4655
0,0,9,Absent,20,NA,F,R1A,50,20,NA,M,R1A,30,817.0,1.28,7.4399999999999995,-4.890000000000001,7501403702,-78.75681,48.4655
0,0,7,Absent,NA,NA,R,NA,70,NA,NA,R,NA,70,1079.5,0.8150000000000001,6.75,-5.109999999999999,7209410001,-75.992554,47.408518
0,0,14,Absent,NA,NA,R,NA,70,40,CHP,R,2BE,90,1071.0,1.31,7.175,-4.55,7209410001,-75.992554,47.408518
0,0,10,Absent,40,CHP,R,2BE,90,30,CHP,R,2BE,90,1059.5,1.3,7.3149999999999995,-4.715,7209410001,-75.992554,47.408518
1,1,6,Present,NA,NA,F,NA,30,NA,NA,F,NA,50,1145.5,3.4,8.365,-1.56,7501100901,-69.864789,47.233299
1,1,4,Present,NA,NA,F,NA,50,NA,NA,F,NA,50,1105.5,3.005,7.955,-1.94,7501100901,-69.864789,47.233299
1,1,7,Present,NA,NA,F,NA,50,30,NA,F,1AY,50,1002.5,2.385,7.415,-2.6399999999999997,7501100901,-69.864789,47.233299
1,0,11,Extinction,30,NA,F,1AY,50,NA,NA,NA,NA,NA,1145.5,2.325,7.529999999999999,-2.88,7501100901,-69.864789,47.233299
1,1,8,Present,NA,NA,M,NA,120,NA,NA,NA,NA,NA,1086.0,3.29,9.205,-2.615,7608901201,-75.332758,46.082906
1,1,8,Present,NA,NA,NA,NA,NA,30,NA,NA,1AM,NA,1086.5,3.42,9.215,-2.365,7608901201,-75.332758,46.082906
1,1,11,Present,30,NA,NA,1AM,NA,30,NA,M,1AM,120,1126.5,3.195,9.015,-2.62,7608901201,-75.332758,46.082906
0,0,7,Absent,NA,NA,R,NA,9050,NA,EL,R,NA,50,1125.0,0.95,6.915,-5.01,7209407001,-75.632179,47.277215
0,0,14,Absent,NA,EL,R,NA,50,30,NA,NA,1A,NA,1079.0,1.425,7.33,-4.48,7209407001,-75.632179,47.277215
0,0,10,Absent,30,NA,NA,1A,NA,30,NA,M,1A,10,1081.0,1.3900000000000001,7.4399999999999995,-4.665,7209407001,-75.632179,47.277215
0,0,7,Absent,NA,NA,R,NA,12070,NA,NA,R,NA,9050,1125.5,0.95,6.91,-5.015000000000001,7209407002,-75.626137,47.278514
0,0,14,Absent,NA,NA,R,NA,9050,60,NA,NA,7T,NA,1079.0,1.42,7.33,-4.485,7209407002,-75.626137,47.278514
0,0,10,Absent,60,NA,NA,7T,NA,16,NA,R,M1A,10,1080.5,1.38,7.4399999999999995,-4.67,7209407002,-75.626137,47.278514
0,0,6,Absent,NA,NA,R,NA,10,NA,EL,R,NA,30,1073.5,-0.04,5.645,-5.720000000000001,7409700601,-73.565719,47.924204
0,0,18,Absent,NA,EL,R,NA,30,40,NA,R,1A,50,978.5,1.435,7.11,-4.245,7409700601,-73.565719,47.924204
0,0,9,Absent,40,NA,R,1A,50,40,NA,R,1A,50,991.5,2.14,7.86,-3.585,7409700601,-73.565719,47.924204
0,0,10,Absent,60,NA,R,7E,70,60,NA,R,7E,70,1182.0,2.105,7.49,-3.29,9303702802,-69.914363,47.079572
0,0,6,Absent,NA,NA,R,NA,30,NA,EL,R,NA,30,1072.0,-0.030000000000000002,5.654999999999999,-5.710000000000001,7409700602,-73.57098,47.925424
0,0,18,Absent,NA,EL,R,NA,30,30,NA,R,1AY,50,977.5,1.445,7.12,-4.235,7409700602,-73.57098,47.925424
0,0,9,Absent,30,NA,R,1AY,50,30,NA,R,1AY,50,990.5,2.15,7.87,-3.575,7409700602,-73.57098,47.925424
1,1,10,Present,40,NA,M,5A,VIN,40,NA,M,5A,VIN,1218.5,2.8899999999999997,8.105,-2.33,9303702402,-70.40378,46.998396
0,0,10,Absent,NA,NA,M,NA,NA,NA,NA,M,NA,70,1544.0,1.51,7.035,-4.025,7607901201,-72.017229,46.966462
0,0,6,Absent,NA,NA,M,NA,70,30,NA,M,1A,70,1394.0,1.685,7.165,-3.8049999999999997,7607901201,-72.017229,46.966462
0,1,11,Colonization,30,NA,M,1A,70,30,NA,M,1AM,JIN,1323.0,1.96,7.27,-3.3600000000000003,7607901201,-72.017229,46.966462
0,0,10,Absent,NA,CP,R,NA,50,NA,NA,R,NA,30,1542.5,1.51,7.04,-4.025,7607901202,-72.022552,46.965575
0,0,6,Absent,NA,NA,R,NA,30,40,NA,R,1AY,50,1393.5,1.685,7.175,-3.8049999999999997,7607901202,-72.022552,46.965575
0,0,11,Absent,40,NA,R,1AY,50,40,NA,M,1AY,3070,1322.0,1.96,7.279999999999999,-3.3600000000000003,7607901202,-72.022552,46.965575
1,1,10,Present,30,CP,F,1AD,VIN,30,NA,F,1AD,JIN,1214.0,2.9400000000000004,8.16,-2.2800000000000002,9303702401,-70.398201,46.998531
0,0,13,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,70,1254.5,0.84,5.37,-3.695,7501301202,-63.127339,49.734233
0,0,10,Absent,NA,NA,R,NA,70,40,NA,R,8AM,50,1162.5,2.215,6.705,-2.28,7501301202,-63.127339,49.734233
0,0,13,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,90,1260.5,0.755,5.28,-3.775,7501301201,-63.132988,49.733148
0,0,10,Absent,NA,NA,R,NA,90,40,CHP,R,8AY,VIN,1168.5,2.13,6.61,-2.36,7501301201,-63.132988,49.733148
0,0,7,Absent,NA,NA,R,NA,10,NA,NA,R,NA,30,1310.5,-0.81,4.59,-6.215,7100604702,-70.777542,47.502317
0,0,14,Absent,NA,NA,R,NA,30,30,NA,R,1A,50,1319.5,-1.105,4.16,-6.375,7100604702,-70.777542,47.502317
0,0,11,Absent,30,NA,R,1A,50,30,NA,R,1AY,50,1377.5,-0.685,4.300000000000001,-5.675,7100604702,-70.777542,47.502317
0,0,7,Absent,NA,NA,R,NA,50,NA,NA,R,NA,70,1313.0,-0.815,4.59,-6.215,7100604701,-70.783043,47.500729
0,0,14,Absent,NA,NA,R,NA,70,20,NA,R,1AM,70,1321.0,-1.1099999999999999,4.16,-6.375,7100604701,-70.783043,47.500729
0,0,11,Absent,20,NA,R,1AM,70,20,EL,R,R1A,VIN,1378.0,-0.685,4.300000000000001,-5.675,7100604701,-70.783043,47.500729
0,0,11,Absent,NA,EL,R,NA,70,60,EL,R,7T,VIN,953.0,2.295,7.15,-2.56,8609102101,-64.433141,48.799627
0,0,8,Absent,60,EL,R,7T,VIN,60,EL,R,5S,VIN,1050.0,3.16,7.68,-1.3599999999999999,8609102101,-64.433141,48.799627
1,1,7,Present,NA,NA,M,NA,12070,NA,NA,F,NA,12070,927.5,2.74,8.95,-3.46,7109602301,-75.729843,46.263424
1,1,19,Present,NA,NA,F,NA,12070,20,NA,M,1AY,VIN,898.0,2.4000000000000004,8.605,-3.795,7109602301,-75.729843,46.263424
1,1,9,Present,20,NA,M,1AY,VIN,20,NA,M,R1A,VIN,1093.5,4.0,9.6,-1.6,7109602301,-75.729843,46.263424
1,1,7,Present,NA,NA,F,NA,9050,NA,NA,F,NA,9050,927.0,2.74,8.94,-3.4699999999999998,7109602302,-75.73275,46.266541
1,1,19,Present,NA,NA,F,NA,9050,30,NA,F,1AY,VIN,898.0,2.4000000000000004,8.6,-3.8,7109602302,-75.73275,46.266541
1,1,9,Present,30,NA,F,1AY,VIN,30,NA,F,R1A,VIN,1093.5,4.0,9.6,-1.6,7109602302,-75.73275,46.266541
0,0,11,Absent,NA,NA,M,NA,30,20,EL,M,1AY,30,966.0,2.1149999999999998,6.955,-2.7249999999999996,8609102102,-64.433074,48.803449
0,0,8,Absent,20,EL,M,1AY,30,30,NA,M,1AY,30,1060.0,2.98,7.4799999999999995,-1.515,8609102102,-64.433074,48.803449
1,1,8,Present,NA,NA,F,NA,50120,NA,NA,F,NA,50,1057.5,3.7800000000000002,9.23,-1.67,7000406801,-71.315234,45.750116
1,1,7,Present,NA,NA,F,NA,50,NA,CP,F,NA,70,1094.5,3.69,9.17,-1.79,7000406801,-71.315234,45.750116
1,1,12,Present,NA,CP,F,NA,70,40,NA,R,1AY,70,1085.0,3.835,9.185,-1.52,7000406801,-71.315234,45.750116
1,0,11,Extinction,40,NA,R,1AY,70,31,NA,R,1A,VIN,1230.5,4.48,9.805,-0.845,7000406801,-71.315234,45.750116
0,0,6,Absent,NA,NA,M,NA,10,NA,EL,R,NA,50,1415.5,-0.74,4.79,-6.275,7409800102,-71.644665,47.550692
0,0,15,Absent,NA,EL,R,NA,50,32,NA,R,1A,30,1345.0,-0.03999999999999998,5.34,-5.425,7409800102,-71.644665,47.550692
0,0,12,Absent,32,NA,R,1A,30,40,NA,R,1A,JIN,1355.0,0.475,5.77,-4.83,7409800102,-71.644665,47.550692
0,0,6,Absent,NA,EL,M,NA,70,NA,NA,M,NA,30,1406.5,-0.645,4.895,-6.1899999999999995,7409800101,-71.650125,47.550016
0,0,15,Absent,NA,NA,M,NA,30,32,NA,M,1A,10,1336.0,0.05499999999999999,5.445,-5.34,7409800101,-71.650125,47.550016
0,0,12,Absent,32,NA,M,1A,10,30,NA,R,1A,30,1346.5,0.57,5.875,-4.74,7409800101,-71.650125,47.550016
1,1,8,Present,NA,NA,F,NA,30,NA,NA,F,NA,50,1086.5,3.5549999999999997,8.91,-1.8,7000406802,-71.320408,45.748873
1,1,7,Present,NA,NA,F,NA,50,NA,NA,F,NA,50,1125.0,3.4450000000000003,8.844999999999999,-1.955,7000406802,-71.320408,45.748873
1,1,12,Present,NA,NA,F,NA,50,30,CP,F,1AY,JIN,1115.0,3.58,8.879999999999999,-1.72,7000406802,-71.320408,45.748873
1,1,11,Present,30,CP,F,1AY,JIN,30,NA,F,1A,JIN,1255.0,4.245,9.52,-1.03,7000406802,-71.320408,45.748873
0,0,11,Absent,30,NA,R,1A,10,30,NA,R,1A,30,1167.0,2.035,7.27,-3.2,9209601801,-69.857009,47.120844
0,0,14,Absent,NA,NA,R,NA,70,20,NA,R,R1A,VIR,970.5,2.645,7.529999999999999,-2.2350000000000003,8909204101,-69.537378,48.267255
0,0,5,Absent,NA,CHP,M,NA,NA,NA,NA,NA,NA,120,934.0,0.7,6.6899999999999995,-5.295,7509501402,-76.69967,47.96236
0,0,13,Absent,NA,NA,NA,NA,120,30,EL,F,1A,9050,977.5,0.255,6.23,-5.715,7509501402,-76.69967,47.96236
0,0,12,Absent,30,EL,F,1A,9050,30,NA,F,1A,10,914.0,1.605,7.685,-4.475,7509501402,-76.69967,47.96236
0,0,5,Absent,NA,CHP,M,NA,NA,NA,NA,R,NA,10,934.5,0.695,6.68,-5.295,7509501401,-76.69365,47.96369
0,0,13,Absent,NA,NA,R,NA,10,30,EL,F,1AY,12030,977.5,0.255,6.225,-5.715,7509501401,-76.69365,47.96369
0,0,12,Absent,30,EL,F,1AY,12030,30,NA,M,1AY,30,914.0,1.605,7.685,-4.475,7509501401,-76.69365,47.96369
0,0,14,Absent,NA,NA,F,NA,10,30,EPC,M,M1A,10,962.0,2.795,7.699999999999999,-2.11,8909204102,-69.534073,48.264407
1,1,9,Present,NA,NA,F,NA,70,NA,NA,F,NA,50,1053.5,3.9,8.82,-1.025,7000413702,-71.163595,46.397247
1,1,6,Present,NA,NA,F,NA,50,NA,NA,F,NA,70,1076.0,3.785,8.745000000000001,-1.1749999999999998,7000413702,-71.163595,46.397247
1,1,8,Present,NA,NA,F,NA,70,30,NA,F,2BE,VIN,1181.0,3.1500000000000004,8.44,-2.1399999999999997,7000413702,-71.163595,46.397247
1,1,17,Present,30,NA,F,2BE,VIN,40,NA,F,2BE,VIN,1227.5,4.609999999999999,9.73,-0.51,7000413702,-71.163595,46.397247
0,0,8,Absent,NA,CHP,F,NA,90,NA,NA,F,NA,120,1039.5,-0.605,4.765000000000001,-5.970000000000001,7100900502,-74.075938,50.128406
0,0,13,Absent,NA,NA,F,NA,120,30,NA,F,1A,10,1041.5,-1.1749999999999998,4.38,-6.73,7100900502,-74.075938,50.128406
0,0,16,Absent,NA,NA,R,NA,90,NA,NA,NA,NA,NA,1141.0,-1.795,2.8049999999999997,-6.39,7301101101,-60.998981,51.63439
0,0,13,Absent,NA,NA,NA,NA,NA,30,NA,NA,1A,NA,1140.0,-1.975,2.53,-6.47,7301101101,-60.998981,51.63439
0,0,12,Absent,NA,NA,R,NA,90,NA,EL,R,NA,120,976.0,0.175,5.09,-4.745,7701300202,-67.598907,49.683283
0,0,10,Absent,NA,EL,R,NA,120,30,EL,R,1AM,VIN,970.5,0.8799999999999999,5.795,-4.045,7701300202,-67.598907,49.683283
0,0,11,Absent,NA,NA,F,NA,NA,NA,CP,M,NA,7030,1067.0,3.5,9.355,-2.35,7601502201,-73.583728,46.26648
0,0,10,Absent,NA,CP,M,NA,7030,30,NA,M,1A,50,957.0,3.885,9.675,-1.9049999999999998,7601502201,-73.583728,46.26648
0,0,5,Absent,NA,NA,R,NA,120,NA,NA,R,NA,70,905.5,-3.5549999999999997,1.7,-8.815,7501502301,-70.815541,51.616922
0,0,11,Absent,NA,NA,R,NA,70,NA,NA,R,NA,90,898.5,-3.635,1.835,-9.105,7501502301,-70.815541,51.616922
0,0,7,Absent,NA,NA,R,NA,90,30,NA,R,1A,120,948.5,-2.34,3.08,-7.755,7501502301,-70.815541,51.616922
1,1,7,Present,NA,NA,F,NA,5090,NA,NA,M,NA,50,1043.5,1.41,6.66,-3.835,7100607201,-70.28275,48.167296
1,1,14,Present,NA,NA,M,NA,50,20,CP,M,1A,70,1057.5,1.03,6.24,-4.175,7100607201,-70.28275,48.167296
1,1,11,Present,20,CP,M,1A,70,20,CP,F,1A,VIN,1095.0,1.33,6.365,-3.705,7100607201,-70.28275,48.167296
0,0,12,Absent,50,NA,R,1A,30,NA,NA,NA,NA,NA,1104.5,5.53,10.51,0.545,9801702702,0,0
0,0,5,Absent,NA,NA,R,NA,120,NA,NA,R,NA,120,888.0,-3.265,2.02,-8.54,7501502302,-70.816744,51.613503
0,0,11,Absent,NA,NA,R,NA,120,NA,NA,R,NA,120,881.5,-3.35,2.15,-8.844999999999999,7501502302,-70.816744,51.613503
0,0,7,Absent,NA,NA,R,NA,120,30,CHP,R,1AY,120,930.5,-2.055,3.395,-7.505,7501502302,-70.816744,51.613503
0,0,10,Absent,NA,NA,R,NA,50,20,NA,R,1AY,70,879.0,2.33,7.425,-2.765,8909207401,-68.295124,49.308009
0,0,5,Absent,NA,CHP,R,NA,70,NA,NA,R,NA,70,979.0,-0.6799999999999999,5.195,-6.5649999999999995,7507600301,-71.748155,49.518406
0,0,18,Absent,NA,NA,R,NA,70,30,NA,M,1AM,10,1042.5,0.20499999999999996,5.83,-5.425,7507600301,-71.748155,49.518406
0,0,10,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,120,1197.0,0.86,5.76,-4.03,7609700801,-65.034175,48.683037
0,0,11,Absent,NA,NA,R,NA,120,60,CHP,R,7T,120,1092.0,0.71,5.345,-3.915,7609700801,-65.034175,48.683037
0,0,8,Absent,60,CHP,R,7T,120,51,NA,R,7T,VIN,1118.5,1.415,5.75,-2.91,7609700801,-65.034175,48.683037
0,0,10,Absent,NA,NA,R,NA,NA,NA,NA,R,NA,90,1197.0,0.86,5.76,-4.03,7609700802,-65.034179,48.679201
0,0,11,Absent,NA,NA,R,NA,90,30,NA,NA,8AM,NA,1092.0,0.715,5.345,-3.915,7609700802,-65.034179,48.679201
0,0,8,Absent,30,NA,NA,8AM,NA,20,NA,R,8AM,10,1118.5,1.4249999999999998,5.755,-2.91,7609700802,-65.034179,48.679201
0,0,6,Absent,NA,EL,M,NA,50,NA,NA,NA,NA,NA,813.5,2.33,8.280000000000001,-3.625,7501703201,-78.93337,47.85068
0,0,16,Absent,NA,NA,NA,NA,NA,30,NA,R,1AY,30,845.5,1.71,7.785,-4.365,7501703201,-78.93337,47.85068
0,0,8,Absent,30,NA,R,1AY,30,30,NA,R,1AY,30,777.0,2.015,8.17,-4.145,7501703201,-78.93337,47.85068
0,0,10,Absent,NA,EL,R,NA,30,20,EL,R,2A,50,939.5,2.53,7.59,-2.5300000000000002,8909206502,-69.163499,48.919344
0,0,10,Absent,NA,EL,R,NA,50,30,EL,R,1AY,50,938.5,2.545,7.605,-2.52,8909206501,-69.16881,48.9182
0,0,6,Absent,NA,NA,R,NA,50120,NA,NA,R,NA,30,808.5,2.415,8.375,-3.545,7501703202,-78.92794,47.84961
0,0,16,Absent,NA,NA,R,NA,30,40,NA,R,1AY,VIN,841.0,1.7950000000000002,7.880000000000001,-4.285,7501703202,-78.92794,47.84961
0,0,8,Absent,40,NA,R,1AY,VIN,40,NA,R,1AY,70,773.0,2.1,8.27,-4.07,7501703202,-78.92794,47.84961
0,0,9,Absent,NA,NA,R,NA,120,50,NA,R,7T,120,929.0,0.19,6.24,-5.859999999999999,9003105502,-78.046889,50.527089
0,0,11,Absent,50,NA,R,7T,120,50,NA,R,7T,120,834.0,1.81,7.29,-3.665,9003105502,-78.046889,50.527089
0,0,9,Absent,NA,NA,R,NA,120,60,NA,R,7E,120,930.5,0.16999999999999998,6.215,-5.880000000000001,9003105501,0,0
0,0,11,Absent,60,NA,R,7E,120,60,NA,R,7E,70,835.0,1.79,7.265000000000001,-3.6850000000000005,9003105501,0,0
0,0,9,Absent,30,NA,R,2BE,30,30,NA,R,2BE,JIN,1089.0,3.845,9.605,-1.91,9700903101,-75.599288,46.53309
0,0,9,Absent,30,NA,M,2BE,30,30,NA,M,2BE,30,1094.0,3.78,9.53,-1.97,9700903102,-75.603485,46.534756
0,0,6,Absent,NA,NA,R,NA,50,40,NA,R,5A,50,865.5,3.0949999999999998,8.48,-2.295,9109611001,-66.550877,48.061287
0,0,6,Absent,40,NA,R,5A,50,40,NA,F,5A,10,900.0,3.315,8.579999999999998,-1.955,9109611001,-66.550877,48.061287
1,1,7,Present,NA,NA,F,NA,12070,NA,NA,F,NA,7030,945.5,1.635,8.035,-4.77,7109501502,-75.587997,46.620045
1,1,17,Present,NA,NA,F,NA,7030,30,NA,F,1A,VIN,939.5,1.85,8.08,-4.38,7109501502,-75.587997,46.620045
1,1,11,Present,30,NA,F,1A,VIN,30,NA,F,1A,VIN,1143.5,3.57,9.165,-2.02,7109501502,-75.587997,46.620045
0,0,6,Absent,NA,NA,M,NA,50,40,EL,M,5A,50,865.5,3.085,8.469999999999999,-2.295,9109611002,-66.545423,48.062572
0,0,6,Absent,40,EL,M,5A,50,NA,NA,NA,NA,NA,900.0,3.3049999999999997,8.57,-1.955,9109611002,-66.545423,48.062572
1,1,8,Present,NA,NA,F,NA,90,NA,NA,F,NA,70,1113.0,3.1950000000000003,8.86,-2.475,7608900202,-75.372085,45.816691
1,1,5,Present,NA,NA,F,NA,70,NA,NA,F,NA,70,1099.5,3.24,9.05,-2.575,7608900202,-75.372085,45.816691
1,1,14,Present,NA,NA,F,NA,70,20,NA,F,R1A,VIN,1149.5,3.015,8.84,-2.81,7608900202,-75.372085,45.816691
0,0,7,Absent,NA,NA,M,NA,70,NA,NA,M,NA,70,1002.0,0.5250000000000001,6.03,-4.9799999999999995,7409703802,-75.27606,48.598849
0,0,12,Absent,NA,NA,M,NA,70,30,CHP,M,1A,90,978.0,-0.58,5.345000000000001,-6.51,7409703802,-75.27606,48.598849
0,0,7,Absent,NA,CHP,F,NA,70,NA,NA,F,NA,90,1002.0,0.52,6.02,-4.9799999999999995,7409703801,-75.275737,48.602686
0,0,12,Absent,NA,NA,F,NA,90,20,NA,F,1A,90,978.0,-0.59,5.335000000000001,-6.51,7409703801,-75.275737,48.602686
0,0,8,Absent,NA,NA,M,NA,50,NA,NA,F,NA,10,1086.0,4.1049999999999995,9.485,-1.275,7000403601,-71.750071,45.486252
0,0,7,Absent,NA,NA,F,NA,10,NA,NA,F,NA,10,1134.0,3.965,9.39,-1.4649999999999999,7000403601,-71.750071,45.486252
0,0,12,Absent,NA,NA,F,NA,10,30,NA,R,1A,10,1144.5,4.19,9.475000000000001,-1.0899999999999999,7000403601,-71.750071,45.486252
